Open,High,Low,Close,Adj Close,Volume
165,170.089996,163.330002,169.600006,168.22789,62026000
171.660004,171.789993,167,168.630005,167.265732,47281700
170.399994,171.919998,169.020004,169.100006,167.731934,35627700
170.490005,172.570007,169.550003,170.949997,169.566956,31898600
169,169.080002,165.279999,165.479996,164.14122,40703700
165.449997,168.350006,162.729996,163.940002,162.613678,44287900
165.380005,167.529999,164.389999,166.070007,164.72644,33841500
166,167.449997,159.089996,160.889999,159.588348,49047300
160.399994,162.110001,155.300003,156.830002,155.561188,64773000
156.860001,158.160004,149.630005,150.729996,149.510544,95744600
148.149994,151.550003,146.589996,146.830002,145.64209,37169200
148.300003,157.229996,146.720001,157.169998,155.898438,58582500
155.839996,156.770004,150.070007,156.149994,154.886688,53117100
157.5,158.520004,154.550003,156.229996,154.966034,42291400
158.529999,159.360001,156.479996,157.740005,156.463837,35003500
154.889999,158.850006,154.229996,157.919998,156.642365,37039700
143.979996,145.720001,142,142.190002,141.039642,91312200
144.529999,148.550003,143.800003,148.259995,147.060516,58607100
148.699997,148.830002,145.899994,147.929993,146.733185,54777800
149.559998,151.820007,148.520004,150.75,149.53038,41025300
151.289993,154.529999,149.630005,153.309998,152.069672,45099100
152.5,153.970001,150.860001,153.800003,152.55571,35780700
152.880005,153.699997,151.509995,152.289993,151.057922,27023200
150.850006,151.270004,149.220001,150,148.786438,32439200
150.270004,153.389999,150.050003,153.070007,151.831619,28710900
153.080002,155.880005,153,154.940002,153.686493,30569700
154.199997,157.660004,153.259995,155.860001,154.599045,29821200
157.5,157.880005,155.979996,156.820007,155.551285,33751000
156.410004,156.729996,152.619995,153.300003,152.059753,30394000
154.149994,155.139999,151.699997,153.919998,152.674728,23130600
154.110001,154.479996,151.740005,152.699997,151.464615,25441500
155.479996,158.130005,154.320007,157.759995,156.483673,33535500
155.789993,156.330002,153.660004,156.300003,155.035492,26192100
156.25,158.130005,154.110001,154.679993,153.428589,41587200
163.25,166.149994,160.229996,165.25,163.913071,61109800
166.110001,169,164.559998,166.440002,165.093445,40739600
166.960007,168.979996,165.929993,166.520004,165.172806,32668100
167.410004,171.660004,167.279999,171.25,169.864532,31495500
172.860001,175.080002,172.350006,174.179993,172.770813,36101600
174.649994,175.570007,172.850006,174.240005,172.830338,28239600
172.399994,173.940002,170.339996,170.940002,169.557037,31741700
168.990005,170.660004,168.419998,170.410004,169.756271,23820000
171.050003,171.210007,169.25,169.429993,168.780029,20993400
170.100006,171,169.699997,170.889999,170.234436,22283500
171.389999,172.479996,169.919998,170.179993,169.527145,22490200
169.710007,171.259995,169.380005,170.800003,170.144775,21835700
171.25,171.699997,169.75,170.419998,169.766235,24626800
169.710007,171.440002,169.490005,170.929993,170.274261,18972800
171.190002,173.320007,170.990005,172.029999,171.370056,26114400
171.800003,172.369995,170.300003,171.059998,170.403778,17249700
171.580002,173,171.380005,172.970001,172.306458,18913200
174.160004,175.869995,173.949997,174.229996,173.561615,21873400
173.710007,175.300003,173.169998,174.330002,173.66124,17070200
173.210007,175,172.729996,174.869995,174.199158,27835400
174.320007,174.910004,172.919998,173.149994,172.485748,28215400
174.279999,175.149994,172.889999,174.970001,174.298782,25886200
175.690002,177.75,173.970001,175.850006,175.175415,27436200
175.940002,176,174.539993,175.529999,174.856628,19737400
174.669998,175.490005,173.940002,174.520004,173.85051,20810400
173.869995,174.440002,172.020004,172.5,171.838257,24796400
170.320007,173.070007,169.5,172.910004,172.246689,23999400
175.490005,179.119995,175.350006,178.899994,178.213699,32011000
180,182.669998,179.369995,180.910004,180.215988,32467600
182.25,183.300003,180.919998,181.710007,181.012924,31032500
183.899994,184.100006,182.559998,183.729996,183.025162,23579500
184.850006,187.330002,183.740005,186.119995,185.406006,39042900
185.800003,188.389999,185.789993,188.020004,187.298721,26219800
188.350006,188.990005,185.919998,186.529999,185.814423,31646400
186.229996,189.490005,184.729996,188.160004,187.438187,31035200
190.020004,196.330002,189.809998,195.089996,194.341583,51034200
195.339996,197.690002,190.779999,191.050003,190.317093,42407700
191.509995,191.979996,186.600006,188.740005,188.015961,43845300
191.660004,192.880005,184.580002,186.789993,186.073425,49800500
188.75,189.759995,186.550003,188.470001,187.746994,29848400
188.949997,189.559998,187.529999,188.720001,187.996033,20780400
189.830002,190.080002,188.539993,189.949997,189.221313,23564000
191.639999,191.679993,188.380005,191.240005,190.506363,27862000
191.089996,194.460007,191.050003,194.020004,193.275696,22765700
193.25,196.5,193.149994,195.350006,194.600601,23271800
194.789993,196.369995,193.139999,195.690002,194.939301,19114300
196.449997,197.100006,195.929993,197,196.244263,18526600
196.419998,200.229996,196.339996,200.100006,199.332382,25881700
200.320007,202.850006,199.229996,199.5,198.73468,35768200
198.679993,200.740005,198.179993,200.619995,199.850372,21695300
200.850006,201,198.440002,198.949997,198.186783,20900800
199.199997,200.139999,196.210007,198.869995,198.107086,27760700
198.580002,199.850006,198.009995,199.229996,198.465714,17536600
199.460007,201.369995,198.559998,199.25,198.485641,25696400
199.539993,203.380005,198.610001,203.130005,202.350754,28906800
203.119995,204.149994,202.520004,203.860001,203.077957,24195800
202.830002,204.940002,202.339996,204.529999,203.745377,19439500
204.429993,207.75,203.899994,207.479996,206.684052,23323000
207.360001,208.479996,207.050003,207.160004,206.365295,17540600
206.830002,207.759995,205.119995,205.279999,204.492508,18543200
204.899994,205,202.119995,204.300003,203.516266,18649100
204.399994,205.970001,203.860001,204.610001,203.825073,22204700
203.059998,203.399994,199.110001,200.669998,199.900192,46534900
209.880005,215.309998,209.229996,210.520004,209.712402,64827300
209.839996,212.649994,208.130005,209.149994,208.347656,31996300
210.889999,211.839996,210.229996,211.75,210.937683,20892400
204.289993,208.839996,203.5,208.479996,207.680222,32443100
205.880005,207.419998,200.830002,202.860001,202.081787,38763700
201.899994,205.339996,201.75,202.899994,202.121628,26339500
200.399994,201.679993,196.660004,200.720001,199.949997,34908600
197.419998,198.850006,192.770004,197.179993,197.179993,41208700
187.710007,189.479996,182.850006,185.720001,185.720001,57430600
186.410004,189.699997,185.410004,188.660004,188.660004,36529700
186.270004,191.75,186.020004,190.919998,190.919998,26544700
189.910004,192.470001,188.839996,190.080002,190.080002,33031400
186.929993,190.899994,186.759995,189,189,32879100
183.520004,184.350006,180.279999,183.089996,183.089996,38612300
185.220001,188,184.699997,186.600006,186.600006,28364800
184.660004,185.710007,182.550003,182.779999,182.779999,29748600
179.800003,180.539993,177.809998,179.660004,179.660004,36529700
180.199997,182.139999,178.619995,178.970001,178.970001,23714700
178.919998,180.589996,177.910004,178.229996,178.229996,27948200
176.419998,179.350006,176,177.380005,177.380005,28481200
177.949997,179.229996,176.669998,178.300003,178.300003,21218400
176.229996,177.990005,174.990005,175.070007,175.070007,27043600
175.600006,177.919998,170.270004,173.300003,173.300003,40396100
175.440002,179.830002,174.520004,179.639999,179.639999,30968000
184.279999,184.990005,181.139999,182.539993,182.539993,29773400
183.080002,185.470001,182.149994,185.220001,185.220001,22526300
186.509995,191.919998,185.770004,190.149994,190.149994,30684400
191.809998,195.369995,191.619995,192.580002,192.580002,26220900
194.860001,196,193.600006,194.809998,194.809998,26932900
193.949997,195.970001,193.389999,194.190002,194.190002,18253200
194.699997,196.789993,193.600006,194.149994,194.149994,21674600
191.550003,193.589996,190.300003,192.740005,192.740005,18761500
192.899994,194.960007,192.169998,193.889999,193.889999,14669100
196.050003,200.289993,195.210007,198.449997,198.449997,26551000
199.679993,199.880005,197.309998,197.869995,197.869995,21124200
200.369995,200.610001,198.029999,199.460007,199.460007,21514000
198.800003,200.850006,198.149994,198.779999,198.779999,47800600
198.539993,200.160004,198.169998,198.580002,198.580002,18220400
198.429993,199.259995,195.289993,195.570007,195.570007,21070300
197.770004,200.990005,197.350006,199.800003,199.800003,26067500
200.289993,201.570007,199.570007,199.740005,199.740005,20899700
198.679993,199.5,197.050003,197.919998,197.919998,31110600
203.169998,204.490005,200.649994,201.550003,201.550003,27316700
201.410004,203.130005,201.360001,202.729996,202.729996,16935200
203.279999,204.440002,202.690002,204.410004,204.410004,11362000
203.350006,205.080002,202.899994,204.229996,204.229996,17265500
200.809998,201.399994,198.410004,200.020004,200.020004,25338600
199.199997,201.509995,198.809998,201.240005,201.240005,20578000
201.850006,203.729996,201.559998,203.229996,203.229996,17897100
203.309998,204.389999,201.710007,201.75,201.75,20191800
202.449997,204,202.199997,203.300003,203.300003,17595200
204.089996,205.869995,204,205.210007,205.210007,16947400
204.589996,206.110001,203.5,204.5,204.5,16866800
204.050003,205.089996,203.270004,203.350006,203.350006,14107500
204,205.880005,203.699997,205.660004,205.660004,18582200
205.789993,206.5,202.360001,202.589996,202.589996,20929300
203.649994,207.229996,203.610001,207.220001,207.220001,22241300
208.460007,208.789993,207.440002,208.126907,208.126907,5728710
